date,weekday,is_weekend,line,station,hour,boarding,alighting,total
2025-09-18,목,False,2호선,역삼,7,8960,9462,18422
2025-09-18,목,False,2호선,역삼,8,13847,13022,26869
2025-09-18,목,False,2호선,역삼,9,11784,11356,23140
2025-09-18,목,False,2호선,역삼,10,4851,4491,9342
2025-09-18,목,False,2호선,역삼,11,4602,4931,9533
2025-09-18,목,False,2호선,역삼,12,4789,4569,9358
2025-09-18,목,False,2호선,역삼,13,4208,3698,7906
2025-09-18,목,False,2호선,역삼,14,4932,4407,9339
2025-09-18,목,False,2호선,역삼,15,4135,4406,8541
2025-09-18,목,False,2호선,역삼,16,4646,4003,8649
2025-09-18,목,False,2호선,역삼,17,10983,13232,24215
2025-09-18,목,False,2호선,역삼,18,15984,18132,34116
2025-09-18,목,False,2호선,역삼,19,13618,11354,24972
2025-09-18,목,False,2호선,역삼,20,9738,8428,18166
2025-09-18,목,False,2호선,역삼,21,5429,5687,11116
2025-09-18,목,False,2호선,역삼,22,3053,3477,6530
2025-09-18,목,False,2호선,역삼,23,1897,2109,4006
2025-09-18,목,False,2호선,선릉,0,295,263,558
2025-09-18,목,False,2호선,선릉,1,318,295,613
2025-09-18,목,False,2호선,선릉,2,294,340,634
2025-09-18,목,False,2호선,선릉,3,272,237,509
2025-09-18,목,False,2호선,선릉,4,265,281,546
2025-09-18,목,False,2호선,선릉,5,232,280,512
2025-09-18,목,False,2호선,선릉,6,249,272,521
2025-09-18,목,False,2호선,선릉,7,8467,8317,16784
2025-09-18,목,False,2호선,선릉,8,14461,12628,27089
2025-09-18,목,False,2호선,선릉,9,9876,8745,18621
2025-09-18,목,False,2호선,선릉,10,3998,4078,8076
2025-09-18,목,False,2호선,선릉,11,4087,3924,8011
2025-09-18,목,False,2호선,선릉,12,3774,3915,7689
2025-09-18,목,False,2호선,선릉,13,3993,4599,8592
2025-09-18,목,False,2호선,선릉,14,3739,3787,7526
2025-09-18,목,False,2호선,선릉,15,3094,4384,7478
2025-09-18,목,False,2호선,선릉,16,4497,3359,7856
2025-09-18,목,False,2호선,선릉,17,11638,11231,22869
2025-09-18,목,False,2호선,선릉,18,13042,11948,24990
2025-09-18,목,False,2호선,선릉,19,10758,12292,23050
2025-09-18,목,False,2호선,선릉,20,7658,7402,15060
2025-09-18,목,False,2호선,선릉,21,4434,4151,8585
2025-09-18,목,False,2호선,선릉,22,3000,3142,6142
2025-09-18,목,False,2호선,선릉,23,1600,1659,3259
2025-09-18,목,False,2호선,삼성,0,302,387,689
2025-09-18,목,False,2호선,삼성,1,316,362,678
2025-09-18,목,False,2호선,삼성,2,313,351,664
2025-09-18,목,False,2호선,삼성,3,364,269,633
2025-09-18,목,False,2호선,삼성,4,314,286,600
2025-09-18,목,False,2호선,삼성,5,386,337,723
2025-09-18,목,False,2호선,삼성,6,262,341,603
2025-09-18,목,False,2호선,삼성,7,9536,9241,18777
2025-09-18,목,False,2호선,삼성,8,12756,16475,29231
2025-09-18,목,False,2호선,삼성,9,10272,12088,22360
2025-09-18,목,False,2호선,삼성,10,5438,3638,9076
2025-09-18,목,False,2호선,삼성,11,3907,4755,8662
2025-09-18,목,False,2호선,삼성,12,4547,4005,8552
2025-09-18,목,False,2호선,삼성,13,4166,4987,9153
2025-09-18,목,False,2호선,삼성,14,4132,4844,8976
2025-09-18,목,False,2호선,삼성,15,5922,3417,9339
2025-09-18,목,False,2호선,삼성,16,4695,4784,9479
2025-09-18,목,False,2호선,삼성,17,10895,14277,25172
2025-09-18,목,False,2호선,삼성,18,18269,15946,34215
2025-09-18,목,False,2호선,삼성,19,14288,11197,25485
2025-09-18,목,False,2호선,삼성,20,9192,7871,17063
2025-09-18,목,False,2호선,삼성,21,5241,5432,10673
2025-09-18,목,False,2호선,삼성,22,3044,3135,6179
2025-09-18,목,False,2호선,삼성,23,1960,2171,4131
2025-09-18,목,False,2호선,합정,0,183,228,411
2025-09-18,목,False,2호선,합정,1,216,203,419
2025-09-18,목,False,2호선,합정,2,181,190,371
2025-09-18,목,False,2호선,합정,3,184,239,423
2025-09-18,목,False,2호선,합정,4,185,189,374
2025-09-18,목,False,2호선,합정,5,210,242,452
2025-09-18,목,False,2호선,합정,6,211,201,412
2025-09-18,목,False,2호선,합정,7,3141,3043,6184
2025-09-18,목,False,2호선,합정,8,4511,4847,9358
2025-09-18,목,False,2호선,합정,9,3598,3617,7215
2025-09-18,목,False,2호선,합정,10,3397,3360,6757
2025-09-18,목,False,2호선,합정,11,3613,3217,6830
2025-09-18,목,False,2호선,합정,12,2993,3395,6388
2025-09-18,목,False,2호선,합정,13,2654,3570,6224
2025-09-18,목,False,2호선,합정,14,3200,3108,6308
2025-09-18,목,False,2호선,합정,15,3722,3349,7071
2025-09-18,목,False,2호선,합정,16,2601,3477,6078
2025-09-18,목,False,2호선,합정,17,6417,5455,11872
2025-09-18,목,False,2호선,합정,18,7502,6732,14234
2025-09-18,목,False,2호선,합정,19,7221,6255,13476
2025-09-18,목,False,2호선,합정,20,6306,4563,10869
2025-09-18,목,False,2호선,합정,21,5650,4820,10470
2025-09-18,목,False,2호선,합정,22,4674,4785,9459
2025-09-18,목,False,2호선,합정,23,3239,3079,6318
2025-09-18,목,False,2호선,홍대입구,0,489,396,885
2025-09-18,목,False,2호선,홍대입구,1,482,452,934
2025-09-18,목,False,2호선,홍대입구,2,479,471,950
2025-09-18,목,False,2호선,홍대입구,3,478,439,917
2025-09-18,목,False,2호선,홍대입구,4,424,409,833
2025-09-18,목,False,2호선,홍대입구,5,442,445,887
2025-09-18,목,False,2호선,홍대입구,6,479,404,883
2025-09-18,목,False,2호선,홍대입구,7,4857,8910,13767
2025-09-18,목,False,2호선,홍대입구,8,11042,11721,22763
2025-09-18,목,False,2호선,홍대입구,9,7270,9112,16382
2025-09-18,목,False,2호선,홍대입구,10,6373,7135,13508
2025-09-18,목,False,2호선,홍대입구,11,6139,7038,13177
2025-09-18,목,False,2호선,홍대입구,12,8556,5669,14225
2025-09-18,목,False,2호선,홍대입구,13,8044,6421,14465
2025-09-18,목,False,2호선,홍대입구,14,6807,6667,13474
2025-09-18,목,False,2호선,홍대입구,15,6603,7536,14139
2025-09-18,목,False,2호선,홍대입구,16,7291,6143,13434
2025-09-18,목,False,2호선,홍대입구,17,13863,13678,27541
2025-09-18,목,False,2호선,홍대입구,18,13972,14824,28796
2025-09-18,목,False,2호선,홍대입구,19,13482,13281,26763
2025-09-18,목,False,2호선,홍대입구,20,12767,13479,26246
2025-09-18,목,False,2호선,홍대입구,21,12748,11729,24477
2025-09-18,목,False,2호선,홍대입구,22,9237,11762,20999
2025-09-18,목,False,2호선,홍대입구,23,7066,6511,13577
2025-09-18,목,False,2호선,신촌,0,358,380,738
2025-09-18,목,False,2호선,신촌,1,378,318,696
2025-09-18,목,False,2호선,신촌,2,371,295,666
2025-09-18,목,False,2호선,신촌,3,410,312,722
2025-09-18,목,False,2호선,신촌,4,427,265,692
2025-09-18,목,False,2호선,신촌,5,393,256,649
2025-09-18,목,False,2호선,신촌,6,399,306,705
2025-09-18,목,False,2호선,신촌,7,5736,4843,10579
2025-09-18,목,False,2호선,신촌,8,7827,9738,17565
2025-09-18,목,False,2호선,신촌,9,5245,8105,13350
2025-09-18,목,False,2호선,신촌,10,4900,5771,10671
2025-09-18,목,False,2호선,신촌,11,6878,3767,10645
2025-09-18,목,False,2호선,신촌,12,5092,6806,11898
2025-09-18,목,False,2호선,신촌,13,6018,5128,11146
2025-09-18,목,False,2호선,신촌,14,5377,5190,10567
2025-09-18,목,False,2호선,신촌,15,4744,6221,10965
2025-09-18,목,False,2호선,신촌,16,5146,4973,10119
2025-09-18,목,False,2호선,신촌,17,9451,10894,20345
2025-09-18,목,False,2호선,신촌,18,11452,11660,23112
2025-09-18,목,False,2호선,신촌,19,11977,12162,24139
2025-09-18,목,False,2호선,신촌,20,10324,11869,22193
2025-09-18,목,False,2호선,신촌,21,9209,9886,19095
2025-09-18,목,False,2호선,신촌,22,7720,9030,16750
2025-09-18,목,False,2호선,신촌,23,4999,7034,12033
2025-09-18,목,False,2호선,이대,0,190,187,377
2025-09-18,목,False,2호선,이대,1,200,153,353
2025-09-18,목,False,2호선,이대,2,166,193,359
2025-09-18,목,False,2호선,이대,3,210,144,354
2025-09-18,목,False,2호선,이대,4,195,128,323
2025-09-18,목,False,2호선,이대,5,166,183,349
2025-09-18,목,False,2호선,이대,6,157,166,323
2025-09-18,목,False,2호선,이대,7,2313,2515,4828
2025-09-18,목,False,2호선,이대,8,3603,4472,8075
2025-09-18,목,False,2호선,이대,9,3493,3651,7144
2025-09-18,목,False,2호선,이대,10,2544,2717,5261
2025-09-18,목,False,2호선,이대,11,2813,2773,5586
2025-09-18,목,False,2호선,이대,12,2652,2587,5239
2025-09-18,목,False,2호선,이대,13,2415,3038,5453
2025-09-18,목,False,2호선,이대,14,2843,2532,5375
2025-09-18,목,False,2호선,이대,15,2763,2894,5657
2025-09-18,목,False,2호선,이대,16,2567,3125,5692
2025-09-18,목,False,2호선,이대,17,4714,4958,9672
2025-09-18,목,False,2호선,이대,18,6815,6598,13413
2025-09-18,목,False,2호선,이대,19,6598,4833,11431
2025-09-18,목,False,2호선,이대,20,6165,3914,10079
2025-09-18,목,False,2호선,이대,21,4169,5109,9278
2025-09-18,목,False,2호선,이대,22,3960,4163,8123
2025-09-18,목,False,2호선,이대,23,3279,1925,5204
2025-09-18,목,False,2호선,잠실새내,0,267,244,511
2025-09-18,목,False,2호선,잠실새내,1,229,258,487
2025-09-18,목,False,2호선,잠실새내,2,221,311,532
2025-09-18,목,False,2호선,잠실새내,3,227,240,467
2025-09-18,목,False,2호선,잠실새내,4,260,282,542
2025-09-18,목,False,2호선,잠실새내,5,257,257,514
2025-09-18,목,False,2호선,잠실새내,6,227,313,540
2025-09-18,목,False,2호선,잠실새내,7,6672,6943,13615
2025-09-18,목,False,2호선,잠실새내,8,8747,10309,19056
2025-09-18,목,False,2호선,잠실새내,9,6959,7104,14063
2025-09-18,목,False,2호선,잠실새내,10,3287,4254,7541
2025-09-18,목,False,2호선,잠실새내,11,3922,3822,7744
2025-09-18,목,False,2호선,잠실새내,12,3703,3956,7659
2025-09-18,목,False,2호선,잠실새내,13,3426,3690,7116
2025-09-18,목,False,2호선,잠실새내,14,4558,3959,8517
2025-09-18,목,False,2호선,잠실새내,15,4088,3894,7982
2025-09-18,목,False,2호선,잠실새내,16,4431,3194,7625
2025-09-18,목,False,2호선,잠실새내,17,9741,9426,19167
2025-09-18,목,False,2호선,잠실새내,18,10800,12378,23178
2025-09-18,목,False,2호선,잠실새내,19,7325,8446,15771
2025-09-18,목,False,2호선,잠실새내,20,7311,4566,11877
2025-09-18,목,False,2호선,잠실새내,21,4056,4819,8875
2025-09-18,목,False,2호선,잠실새내,22,3171,2522,5693
2025-09-18,목,False,2호선,잠실새내,23,2022,2230,4252
2025-09-18,목,False,2호선,잠실,0,402,506,908
2025-09-18,목,False,2호선,잠실,1,603,526,1129
2025-09-18,목,False,2호선,잠실,2,609,418,1027
2025-09-18,목,False,2호선,잠실,3,569,574,1143
2025-09-18,목,False,2호선,잠실,4,481,541,1022
2025-09-18,목,False,2호선,잠실,5,428,578,1006
2025-09-18,목,False,2호선,잠실,6,385,547,932
2025-09-18,목,False,2호선,잠실,7,11960,16387,28347
2025-09-18,목,False,2호선,잠실,8,19078,22085,41163
2025-09-18,목,False,2호선,잠실,9,15247,16403,31650
2025-09-18,목,False,2호선,잠실,10,8371,6468,14839
2025-09-18,목,False,2호선,잠실,11,8073,9683,17756
2025-09-18,목,False,2호선,잠실,12,7299,8753,16052
2025-09-18,목,False,2호선,잠실,13,8217,8043,16260
2025-09-18,목,False,2호선,잠실,14,6558,9475,16033
2025-09-18,목,False,2호선,잠실,15,8459,7348,15807
2025-09-18,목,False,2호선,잠실,16,7821,8352,16173
2025-09-18,목,False,2호선,잠실,17,15428,17433,32861
2025-09-18,목,False,2호선,잠실,18,19673,24735,44408
2025-09-18,목,False,2호선,잠실,19,18240,18070,36310
2025-09-18,목,False,2호선,잠실,20,11551,13378,24929
2025-09-18,목,False,2호선,잠실,21,9013,9024,18037
2025-09-18,목,False,2호선,잠실,22,6147,5753,11900
2025-09-18,목,False,2호선,잠실,23,5121,3293,8414
2025-09-18,목,False,2호선,잠실나루,0,175,259,434
2025-09-18,목,False,2호선,잠실나루,1,223,233,456
2025-09-18,목,False,2호선,잠실나루,2,274,204,478
2025-09-18,목,False,2호선,잠실나루,3,221,193,414
2025-09-18,목,False,2호선,잠실나루,4,205,206,411
2025-09-18,목,False,2호선,잠실나루,5,246,198,444
2025-09-18,목,False,2호선,잠실나루,6,226,223,449
2025-09-18,목,False,2호선,잠실나루,7,6145,6611,12756
2025-09-18,목,False,2호선,잠실나루,8,5962,7928,13890
2025-09-18,목,False,2호선,잠실나루,9,6457,6557,13014
2025-09-18,목,False,2호선,잠실나루,10,3261,3636,6897
2025-09-18,목,False,2호선,잠실나루,11,3061,3585,6646
2025-09-18,목,False,2호선,잠실나루,12,3478,3547,7025
2025-09-18,목,False,2호선,잠실나루,13,3623,3387,7010
2025-09-18,목,False,2호선,잠실나루,14,2842,3815,6657
2025-09-18,목,False,2호선,잠실나루,15,4036,2162,6198
2025-09-18,목,False,2호선,잠실나루,16,4217,3221,7438
2025-09-18,목,False,2호선,잠실나루,17,6972,6959,13931
2025-09-18,목,False,2호선,잠실나루,18,7056,9189,16245
2025-09-18,목,False,2호선,잠실나루,19,7931,6074,14005
2025-09-18,목,False,2호선,잠실나루,20,4860,5905,10765
2025-09-18,목,False,2호선,잠실나루,21,4052,3489,7541
2025-09-18,목,False,2호선,잠실나루,22,2493,2455,4948
2025-09-18,목,False,2호선,잠실나루,23,1817,1681,3498
2025-09-18,목,False,2호선,강변,0,361,413,774
2025-09-18,목,False,2호선,강변,1,326,411,737
2025-09-18,목,False,2호선,강변,2,341,350,691
2025-09-18,목,False,2호선,강변,3,344,456,800
2025-09-18,목,False,2호선,강변,4,417,358,775
2025-09-18,목,False,2호선,강변,5,329,349,678
2025-09-18,목,False,2호선,강변,6,442,396,838
2025-09-18,목,False,2호선,강변,7,9386,8227,17613
2025-09-18,목,False,2호선,강변,8,14025,12213,26238
2025-09-18,목,False,2호선,강변,9,10186,10295,20481
2025-09-18,목,False,2호선,강변,10,5909,5906,11815
2025-09-18,목,False,2호선,강변,11,5764,6029,11793
2025-09-18,목,False,2호선,강변,12,5952,5396,11348
2025-09-18,목,False,2호선,강변,13,5171,7166,12337
2025-09-18,목,False,2호선,강변,14,6353,6583,12936
2025-09-18,목,False,2호선,강변,15,6634,5693,12327
2025-09-18,목,False,2호선,강변,16,6949,5500,12449
2025-09-18,목,False,2호선,강변,17,14062,11426,25488
2025-09-18,목,False,2호선,강변,18,16154,14594,30748
2025-09-18,목,False,2호선,강변,19,14934,11639,26573
2025-09-18,목,False,2호선,강변,20,9129,9977,19106
2025-09-18,목,False,2호선,강변,21,6570,6637,13207
2025-09-18,목,False,2호선,강변,22,3909,4830,8739
2025-09-18,목,False,2호선,강변,23,2250,3075,5325
2025-09-18,목,False,2호선,시청,0,348,397,745
2025-09-18,목,False,2호선,시청,1,385,356,741
2025-09-18,목,False,2호선,시청,2,281,382,663
2025-09-18,목,False,2호선,시청,3,396,270,666
2025-09-18,목,False,2호선,시청,4,373,355,728
2025-09-18,목,False,2호선,시청,5,279,340,619
2025-09-18,목,False,2호선,시청,6,355,276,631
2025-09-18,목,False,2호선,시청,7,11180,10751,21931
2025-09-18,목,False,2호선,시청,8,16609,12156,28765
2025-09-18,목,False,2호선,시청,9,11339,11224,22563
2025-09-18,목,False,2호선,시청,10,4377,5204,9581
2025-09-18,목,False,2호선,시청,11,4163,4803,8966
2025-09-18,목,False,2호선,시청,12,6025,4089,10114
2025-09-18,목,False,2호선,시청,13,4567,4819,9386
2025-09-18,목,False,2호선,시청,14,4493,4493,8986
2025-09-18,목,False,2호선,시청,15,4463,4551,9014
2025-09-18,목,False,2호선,시청,16,4582,4971,9553
2025-09-18,목,False,2호선,시청,17,12921,13410,26331
2025-09-18,목,False,2호선,시청,18,15608,17051,32659
2025-09-18,목,False,2호선,시청,19,11460,16392,27852
2025-09-18,목,False,2호선,시청,20,9601,9346,18947
2025-09-18,목,False,2호선,시청,21,5921,5122,11043
2025-09-18,목,False,2호선,시청,22,2896,3479,6375
2025-09-18,목,False,2호선,시청,23,1827,1920,3747
2025-09-18,목,False,2호선,을지로입구,0,300,339,639
2025-09-18,목,False,2호선,을지로입구,1,242,394,636
2025-09-18,목,False,2호선,을지로입구,2,334,265,599
2025-09-18,목,False,2호선,을지로입구,3,278,329,607
2025-09-18,목,False,2호선,을지로입구,4,205,384,589
2025-09-18,목,False,2호선,을지로입구,5,318,258,576
2025-09-18,목,False,2호선,을지로입구,6,282,310,592
2025-09-18,목,False,2호선,을지로입구,7,6626,9209,15835
2025-09-18,목,False,2호선,을지로입구,8,15358,13573,28931
2025-09-18,목,False,2호선,을지로입구,9,9544,10829,20373
2025-09-18,목,False,2호선,을지로입구,10,3775,4801,8576
2025-09-18,목,False,2호선,을지로입구,11,3718,3840,7558
2025-09-18,목,False,2호선,을지로입구,12,4706,4181,8887
2025-09-18,목,False,2호선,을지로입구,13,3819,5224,9043
2025-09-18,목,False,2호선,을지로입구,14,4194,4427,8621
2025-09-18,목,False,2호선,을지로입구,15,4182,4364,8546
2025-09-18,목,False,2호선,을지로입구,16,2880,5371,8251
2025-09-18,목,False,2호선,을지로입구,17,13562,12697,26259
2025-09-18,목,False,2호선,을지로입구,18,14637,13315,27952
2025-09-18,목,False,2호선,을지로입구,19,11444,12445,23889
2025-09-18,목,False,2호선,을지로입구,20,8018,7202,15220
2025-09-18,목,False,2호선,을지로입구,21,4161,5187,9348
2025-09-18,목,False,2호선,을지로입구,22,3217,3336,6553
2025-09-18,목,False,2호선,을지로입구,23,1950,1699,3649
2025-09-19,금,False,2호선,교대,0,343,377,720
2025-09-19,금,False,2호선,교대,1,323,441,764
2025-09-19,금,False,2호선,교대,2,351,409,760
2025-09-19,금,False,2호선,교대,3,416,373,789
2025-09-19,금,False,2호선,교대,4,322,447,769
2025-09-19,금,False,2호선,교대,5,328,417,745
2025-09-19,금,False,2호선,교대,6,287,461,748
2025-09-19,금,False,2호선,교대,7,11431,9003,20434
2025-09-19,금,False,2호선,교대,8,16279,17475,33754
2025-09-19,금,False,2호선,교대,9,11387,14158,25545
2025-09-19,금,False,2호선,교대,10,5133,5500,10633
2025-09-19,금,False,2호선,교대,11,5634,5848,11482
2025-09-19,금,False,2호선,교대,12,4539,6005,10544
2025-09-19,금,False,2호선,교대,13,5230,5049,10279
2025-09-19,금,False,2호선,교대,14,4886,5386,10272
2025-09-19,금,False,2호선,교대,15,6167,4546,10713
2025-09-19,금,False,2호선,교대,16,5905,4693,10598
2025-09-19,금,False,2호선,교대,17,17258,13882,31140
2025-09-19,금,False,2호선,교대,18,17702,18451,36153
2025-09-19,금,False,2호선,교대,19,15637,14018,29655
2025-09-19,금,False,2호선,교대,20,10348,10093,20441
2025-09-19,금,False,2호선,교대,21,5963,6677,12640
2025-09-19,금,False,2호선,교대,22,4352,3551,7903
2025-09-19,금,False,2호선,교대,23,2374,2312,4686
2025-09-19,금,False,2호선,강남,0,714,855,1569
2025-09-19,금,False,2호선,강남,1,784,739,1523
2025-09-19,금,False,2호선,강남,2,725,660,1385
2025-09-19,금,False,2호선,강남,3,666,726,1392
2025-09-19,금,False,2호선,강남,4,698,810,1508
2025-09-19,금,False,2호선,강남,5,761,751,1512
2025-09-19,금,False,2호선,강남,6,756,675,1431
2025-09-19,금,False,2호선,강남,7,26474,16616,43090
2025-09-19,금,False,2호선,강남,8,29046,36755,65801
2025-09-19,금,False,2호선,강남,9,28421,22571,50992
2025-09-19,금,False,2호선,강남,10,8876,11681,20557
2025-09-19,금,False,2호선,강남,11,10616,11538,22154
2025-09-19,금,False,2호선,강남,12,11974,9927,21901
2025-09-19,금,False,2호선,강남,13,13277,8145,21422
2025-09-19,금,False,2호선,강남,14,8674,10220,18894
2025-09-19,금,False,2호선,강남,15,12721,8030,20751
2025-09-19,금,False,2호선,강남,16,13178,10170,23348
2025-09-19,금,False,2호선,강남,17,26729,30616,57345
2025-09-19,금,False,2호선,강남,18,32961,38565,71526
2025-09-19,금,False,2호선,강남,19,32003,33604,65607
2025-09-19,금,False,2호선,강남,20,20943,17934,38877
2025-09-19,금,False,2호선,강남,21,10897,10784,21681
2025-09-19,금,False,2호선,강남,22,6823,7239,14062
2025-09-19,금,False,2호선,강남,23,4079,4635,8714
2025-09-19,금,False,2호선,역삼,0,405,389,794
2025-09-19,금,False,2호선,역삼,1,400,373,773
2025-09-19,금,False,2호선,역삼,2,396,347,743
2025-09-19,금,False,2호선,역삼,3,368,406,774
2025-09-19,금,False,2호선,역삼,4,363,383,746
2025-09-19,금,False,2호선,역삼,5,433,439,872
2025-09-19,금,False,2호선,역삼,6,398,332,730
2025-09-19,금,False,2호선,역삼,7,11755,11107,22862
2025-09-19,금,False,2호선,역삼,8,18756,14498,33254
2025-09-19,금,False,2호선,역삼,9,15519,11714,27233
2025-09-19,금,False,2호선,역삼,10,4993,5295,10288
2025-09-19,금,False,2호선,역삼,11,6051,5851,11902
2025-09-19,금,False,2호선,역삼,12,6070,6406,12476
2025-09-19,금,False,2호선,역삼,13,6636,4513,11149
2025-09-19,금,False,2호선,역삼,14,4173,5809,9982
2025-09-19,금,False,2호선,역삼,15,5653,4803,10456
2025-09-19,금,False,2호선,역삼,16,5255,4664,9919
2025-09-19,금,False,2호선,역삼,17,19441,12922,32363
2025-09-19,금,False,2호선,역삼,18,21595,20079,41674
2025-09-19,금,False,2호선,역삼,19,17879,16051,33930
2025-09-19,금,False,2호선,역삼,20,8779,11049,19828
2025-09-19,금,False,2호선,역삼,21,6035,6085,12120
2025-09-19,금,False,2호선,역삼,22,3116,4809,7925
2025-09-19,금,False,2호선,역삼,23,2328,2315,4643
2025-09-19,금,False,2호선,선릉,0,419,303,722
2025-09-19,금,False,2호선,선릉,1,320,386,706
2025-09-19,금,False,2호선,선릉,2,332,290,622
2025-09-19,금,False,2호선,선릉,3,359,303,662
2025-09-19,금,False,2호선,선릉,4,320,437,757
2025-09-19,금,False,2호선,선릉,5,407,315,722
2025-09-19,금,False,2호선,선릉,6,292,449,741
2025-09-19,금,False,2호선,선릉,7,8675,11223,19898
2025-09-19,금,False,2호선,선릉,8,16518,15207,31725
2025-09-19,금,False,2호선,선릉,9,10228,10864,21092
2025-09-19,금,False,2호선,선릉,10,5204,5053,10257
2025-09-19,금,False,2호선,선릉,11,4755,5117,9872
2025-09-19,금,False,2호선,선릉,12,4574,4591,9165
2025-09-19,금,False,2호선,선릉,13,5210,4607,9817
2025-09-19,금,False,2호선,선릉,14,5141,5055,10196
2025-09-19,금,False,2호선,선릉,15,5018,5411,10429
2025-09-19,금,False,2호선,선릉,16,4682,4257,8939
2025-09-19,금,False,2호선,선릉,17,14787,13387,28174
2025-09-19,금,False,2호선,선릉,18,19042,13259,32301
2025-09-19,금,False,2호선,선릉,19,14157,14998,29155
2025-09-19,금,False,2호선,선릉,20,9501,7654,17155
2025-09-19,금,False,2호선,선릉,21,6403,4042,10445
2025-09-19,금,False,2호선,선릉,22,3945,2788,6733
2025-09-19,금,False,2호선,선릉,23,2401,1747,4148
2025-09-19,금,False,2호선,삼성,0,394,394,788
2025-09-19,금,False,2호선,삼성,1,460,404,864
2025-09-19,금,False,2호선,삼성,2,418,461,879
2025-09-19,금,False,2호선,삼성,3,465,363,828
2025-09-19,금,False,2호선,삼성,4,417,372,789
2025-09-19,금,False,2호선,삼성,5,414,399,813
2025-09-19,금,False,2호선,삼성,6,381,447,828
2025-09-19,금,False,2호선,삼성,7,12353,12002,24355
2025-09-19,금,False,2호선,삼성,8,20868,15197,36065
2025-09-19,금,False,2호선,삼성,9,16201,15289,31490
2025-09-19,금,False,2호선,삼성,10,5054,5963,11017
2025-09-19,금,False,2호선,삼성,11,5804,7110,12914
2025-09-19,금,False,2호선,삼성,12,6022,5603,11625
2025-09-19,금,False,2호선,삼성,13,5097,6233,11330
2025-09-19,금,False,2호선,삼성,14,5200,5802,11002
2025-09-19,금,False,2호선,삼성,15,6261,4794,11055
2025-09-19,금,False,2호선,삼성,16,5467,6073,11540
2025-09-19,금,False,2호선,삼성,17,17709,15493,33202
2025-09-19,금,False,2호선,삼성,18,22013,18372,40385
2025-09-19,금,False,2호선,삼성,19,17021,13453,30474
2025-09-19,금,False,2호선,삼성,20,10664,10768,21432
2025-09-19,금,False,2호선,삼성,21,5547,7100,12647
2025-09-19,금,False,2호선,삼성,22,3427,3995,7422
2025-09-19,금,False,2호선,삼성,23,2315,2808,5123
2025-09-19,금,False,2호선,합정,0,248,299,547
2025-09-19,금,False,2호선,합정,1,284,306,590
2025-09-19,금,False,2호선,합정,2,330,269,599
2025-09-19,금,False,2호선,합정,3,389,260,649
2025-09-19,금,False,2호선,합정,4,249,296,545
2025-09-19,금,False,2호선,합정,5,300,329,629
2025-09-19,금,False,2호선,합정,6,324,311,635
2025-09-19,금,False,2호선,합정,7,5841,4739,10580
2025-09-19,금,False,2호선,합정,8,7391,8028,15419
2025-09-19,금,False,2호선,합정,9,5821,6188,12009
2025-09-19,금,False,2호선,합정,10,5042,3749,8791
2025-09-19,금,False,2호선,합정,11,4873,5223,10096
2025-09-19,금,False,2호선,합정,12,4881,5539,10420
2025-09-19,금,False,2호선,합정,13,4732,3866,8598
2025-09-19,금,False,2호선,합정,14,4374,4549,8923
2025-09-19,금,False,2호선,합정,15,5080,4703,9783
2025-09-19,금,False,2호선,합정,16,5372,4784,10156
2025-09-19,금,False,2호선,합정,17,8618,10100,18718
2025-09-19,금,False,2호선,합정,18,9398,12730,22128
2025-09-19,금,False,2호선,합정,19,9655,12806,22461
2025-09-19,금,False,2호선,합정,20,7701,10043,17744
2025-09-19,금,False,2호선,합정,21,8096,8075,16171
2025-09-19,금,False,2호선,합정,22,7821,6215,14036
2025-09-19,금,False,2호선,합정,23,4671,5125,9796
2025-09-19,금,False,2호선,홍대입구,0,601,472,1073
2025-09-19,금,False,2호선,홍대입구,1,505,636,1141
2025-09-19,금,False,2호선,홍대입구,2,543,494,1037
2025-09-19,금,False,2호선,홍대입구,3,494,611,1105
2025-09-19,금,False,2호선,홍대입구,4,514,616,1130
2025-09-19,금,False,2호선,홍대입구,5,613,553,1166
2025-09-19,금,False,2호선,홍대입구,6,477,531,1008
2025-09-19,금,False,2호선,홍대입구,7,8507,8240,16747
2025-09-19,금,False,2호선,홍대입구,8,11357,14297,25654
2025-09-19,금,False,2호선,홍대입구,9,10460,9373,19833
2025-09-19,금,False,2호선,홍대입구,10,8898,8714,17612
2025-09-19,금,False,2호선,홍대입구,11,8253,9343,17596
2025-09-19,금,False,2호선,홍대입구,12,10974,6532,17506
2025-09-19,금,False,2호선,홍대입구,13,9000,9535,18535
2025-09-19,금,False,2호선,홍대입구,14,5986,10785,16771
2025-09-19,금,False,2호선,홍대입구,15,9937,8488,18425
2025-09-19,금,False,2호선,홍대입구,16,7175,9575,16750
2025-09-19,금,False,2호선,홍대입구,17,15778,14437,30215
2025-09-19,금,False,2호선,홍대입구,18,20714,18036,38750
2025-09-19,금,False,2호선,홍대입구,19,20280,16705,36985
2025-09-19,금,False,2호선,홍대입구,20,17967,15218,33185
2025-09-19,금,False,2호선,홍대입구,21,11615,14887,26502
2025-09-19,금,False,2호선,홍대입구,22,14073,11331,25404
2025-09-19,금,False,2호선,홍대입구,23,9475,9793,19268
2025-09-19,금,False,2호선,신촌,0,257,383,640
2025-09-19,금,False,2호선,신촌,1,330,369,699
2025-09-19,금,False,2호선,신촌,2,362,421,783
